node	length	covered_bases	depth
509	1	0.00000000	0
510	1	0.00000000	0
511	2	0.00000000	0
512	3	0.00000000	0
513	13	0.00000000	0
514	2	0.00000000	0
515	2	0.00000000	0
516	65	0.00000000	0
517	6	0.00000000	0
518	4	0.00000000	0
519	2	0.00000000	0
520	1	0.00000000	0
521	1	0.00000000	0
522	1	0.00000000	0
523	2	0.00000000	0
524	2	0.00000000	0
525	1	0.00000000	0
526	1	0.00000000	0
527	1	0.00000000	0
528	30	0.00000000	0
529	1	0.00000000	0
530	1	0.00000000	0
531	1	0.00000000	0
532	1	0.00000000	0
533	71	0.00000000	0
534	2	0.00000000	0
535	2	0.00000000	0
536	2	0.00000000	0
537	2	0.00000000	0
538	1	0.00000000	0
539	4	0.00000000	0
540	4	0.00000000	0
541	1	0.00000000	0
542	3	0.00000000	0
543	3	0.00000000	0
544	2	0.00000000	0
545	2	0.00000000	0
546	2	0.00000000	0
547	21	0.00000000	0
548	4	0.00000000	0
549	4	0.00000000	0
550	17	0.00000000	0
551	4	0.00000000	0
552	4	0.00000000	0
553	2	0.00000000	0
554	8	0.00000000	0
555	6	0.00000000	0
556	1	0.00000000	0
557	3	0.00000000	0
558	3	0.00000000	0
559	69	0.00000000	0
560	9	0.00000000	0
561	9	0.00000000	0
562	1	0.00000000	0
563	2	0.00000000	0
564	2	0.00000000	0
565	19	0.00000000	0
566	132	54.00000000	0.4090909091
567	95	326.50000000	3.436842105
568	6	42.00000000	7
569	1	6.00000000	6
570	1	0.00000000	0
571	1	6.00000000	6
572	4	24.00000000	6
573	1	0.00000000	0
574	1	6.00000000	6
575	1	6.00000000	6
576	3	0.00000000	0
577	3	18.00000000	6
578	2	12.00000000	6
579	1	0.00000000	0
580	1	6.00000000	6
581	1	0.00000000	0
582	4	24.00000000	6
583	2	0.00000000	0
584	2	12.00000000	6
585	2	12.00000000	6
586	2	0.00000000	0
587	2	12.00000000	6
588	1	6.00000000	6
589	1	0.00000000	0
590	1	6.00000000	6
591	1	6.00000000	6
592	1	0.00000000	0
593	1	6.00000000	6
594	1	6.00000000	6
595	2	0.00000000	0
596	16	103.00000000	6.4375
597	2	0.00000000	0
598	2	14.00000000	7
599	1	7.00000000	7
600	1	0.00000000	0
601	1	7.00000000	7
602	2	14.00000000	7
603	2	0.00000000	0
604	1	7.00000000	7
605	1	7.00000000	7
606	1	0.00000000	0
607	5	35.00000000	7
608	1	7.00000000	7
609	1	0.00000000	0
610	1	7.00000000	7
611	1	7.00000000	7
612	1	0.00000000	0
613	1	7.00000000	7
614	1	7.00000000	7
615	1	0.00000000	0
616	29	203.00000000	7
617	2	14.00000000	7
618	1	0.00000000	0
619	1	7.00000000	7
620	1	7.00000000	7
621	1	0.00000000	0
622	1	7.00000000	7
623	1	7.00000000	7
624	1	0.00000000	0
625	1	7.00000000	7
626	2	14.00000000	7
627	1	0.00000000	0
628	1	7.00000000	7
629	6	42.00000000	7
630	2	4.00000000	2
631	371	96.50000000	0.2601078167
632	2	2.00000000	1
633	1	0.00000000	0
634	1	0.00000000	0
635	2	4.00000000	2
636	1	3.00000000	3
637	1	0.00000000	0
638	1	3.00000000	3
639	1	3.00000000	3
640	1	0.00000000	0
641	1	4.00000000	4
642	2	8.00000000	4
643	2	0.00000000	0
644	1	5.00000000	5
645	1	5.00000000	5
646	1	0.00000000	0
647	1	5.00000000	5
648	1	6.00000000	6
649	8	0.00000000	0
650	4	28.00000000	7
651	1	4.00000000	4
652	1	5.00000000	5
653	47	763.50000000	16.24468085
654	1	11.00000000	11
655	1	10.00000000	10
656	6	135.00000000	22.5
657	2	55.50000000	27.75
658	1	25.00000000	25
659	1	4.00000000	4
660	1	18.00000000	18
661	3	33.00000000	11
662	3	87.00000000	29
663	1	18.00000000	18
664	1	12.00000000	12
665	1	31.00000000	31
666	1	20.00000000	20
667	1	12.00000000	12
668	2	68.00000000	34
669	19	429.50000000	22.60526316
670	1	18.00000000	18
671	1	6.00000000	6
672	29	738.50000000	25.46551724
673	1	24.00000000	24
674	1	4.00000000	4
675	47	1573.50000000	33.4787234
676	1	31.00000000	31
677	1	11.00000000	11
678	6	258.00000000	43
679	1	41.00000000	41
680	1	0.00000000	0
681	1	2.00000000	2
682	1	43.00000000	43
683	4	172.00000000	43
684	1	0.00000000	0
685	1	43.00000000	43
686	33	1280.50000000	38.8030303
687	1	21.00000000	21
688	1	14.00000000	14
689	5	180.00000000	36
690	1	19.00000000	19
691	1	15.00000000	15
692	25	830.00000000	33.2
693	1	45.00000000	45
694	1	32.00000000	32
695	1	13.00000000	13
696	5	221.50000000	44.3
697	2	64.00000000	32
698	2	26.00000000	13
699	2	26.00000000	13
700	2	30.00000000	15
701	2	0.00000000	0
702	3	48.00000000	16
703	1	16.00000000	16
704	1	0.00000000	0
705	1	16.00000000	16
706	63	1411.00000000	22.3968254
707	1	24.00000000	24
708	2	0.00000000	0
709	2	48.00000000	24
710	2	48.00000000	24
711	1	0.00000000	0
712	1	24.00000000	24
713	16	384.00000000	24
714	147	957.50000000	6.513605442
715	1	0.00000000	0
716	1	0.00000000	0
717	1	0.00000000	0
718	1	0.00000000	0
719	1	0.00000000	0
720	1	0.00000000	0
721	1	0.00000000	0
722	1	0.00000000	0
723	1	0.00000000	0
724	1	0.00000000	0
725	1	0.00000000	0
726	1	0.00000000	0
727	1	0.00000000	0
728	1	0.00000000	0
729	1	0.00000000	0
730	1	0.00000000	0
731	1	0.00000000	0
732	1	0.00000000	0
733	1	0.00000000	0
734	1	0.00000000	0
735	1	0.00000000	0
736	1	0.00000000	0
737	1	0.00000000	0
738	1	0.00000000	0
739	1	0.00000000	0
740	1	0.00000000	0
741	1	0.00000000	0
742	1	0.00000000	0
743	1	0.00000000	0
744	1	0.00000000	0
745	1	31.00000000	31
746	1	31.00000000	31
747	1	0.00000000	0
748	2	61.50000000	30.75
749	6	0.00000000	0
750	1	30.00000000	30
751	2	58.00000000	29
752	2	0.00000000	0
753	7	223.00000000	31.85714286
754	2	64.00000000	32
755	2	0.00000000	0
756	1	32.00000000	32
757	2	0.00000000	0
758	2	62.00000000	31
759	1	31.00000000	31
760	1	0.00000000	0
761	1	33.00000000	33
762	4	132.00000000	33
763	4	0.00000000	0
764	1	32.00000000	32
765	1	32.00000000	32
766	1	0.00000000	0
767	2	64.00000000	32
768	4	132.00000000	33
769	3	0.00000000	0
770	12	409.00000000	34.08333333
771	9	306.00000000	34
772	3	99.00000000	33
773	1	22.00000000	22
774	3	0.00000000	0
775	1	11.00000000	11
776	55	0.00000000	0
777	2	66.00000000	33
778	35	1170.00000000	33.42857143
779	170	1254.50000000	7.379411765
780	1	11.00000000	11
781	1	10.00000000	10
782	1	0.00000000	0
783	1	10.00000000	10
784	1	10.00000000	10
785	1	0.00000000	0
786	1	10.00000000	10
787	2	18.00000000	9
788	2	0.00000000	0
789	2	18.00000000	9
790	1	9.00000000	9
791	1	0.00000000	0
792	4	35.50000000	8.875
793	1	8.00000000	8
794	7	0.00000000	0
795	1	8.00000000	8
796	1	8.00000000	8
797	1	0.00000000	0
798	3	21.00000000	7
799	1	7.00000000	7
800	1	0.00000000	0
801	1	0.00000000	0
802	5	35.00000000	7
803	25	175.00000000	7
804	2	0.00000000	0
805	1	0.00000000	0
806	1	7.00000000	7
807	2	14.00000000	7
808	2	10.00000000	5
809	2	4.00000000	2
810	1	7.00000000	7
811	261	437.00000000	1.674329502
812	3	0.00000000	0
813	131	0.00000000	0
814	3	0.00000000	0
815	3	0.00000000	0
816	1	0.00000000	0
817	5	0.00000000	0
818	3	0.00000000	0
819	48	0.00000000	0
820	23	0.00000000	0
821	1	0.00000000	0
822	1	0.00000000	0
823	400	4566.50000000	11.41625
824	3	33.00000000	11
825	3	0.00000000	0
826	3	33.00000000	11
827	2	20.00000000	10
828	2	0.00000000	0
829	1	10.00000000	10
830	2	20.00000000	10
831	2	0.00000000	0
832	1	10.00000000	10
833	8	80.00000000	10
834	2	0.00000000	0
835	1	9.00000000	9
836	1	9.00000000	9
837	1	0.00000000	0
838	2	18.00000000	9
839	1	9.00000000	9
840	1	0.00000000	0
841	1	9.00000000	9
842	1	9.00000000	9
843	1	9.00000000	9
844	3	0.00000000	0
845	1	9.00000000	9
846	1	9.00000000	9
847	1	0.00000000	0
848	113	793.00000000	7.017699115
849	1	1.00000000	1
850	5	0.00000000	0
851	3	3.00000000	1
852	4	4.00000000	1
853	1	1.00000000	1
854	1	1.00000000	1
855	1	0.00000000	0
856	1	1.00000000	1
857	3	3.00000000	1
858	3	0.00000000	0
859	7	7.00000000	1
860	1	1.00000000	1
861	1	0.00000000	0
862	83	28.00000000	0.3373493976
863	1	0.00000000	0
864	2	0.00000000	0
865	5	0.00000000	0
866	5	0.00000000	0
867	1	0.00000000	0
868	1	0.00000000	0
869	1	0.00000000	0
870	23	0.00000000	0
871	1	0.00000000	0
872	1	0.00000000	0
873	73	0.00000000	0
874	2	0.00000000	0
875	6	0.00000000	0
876	8	0.00000000	0
877	2	0.00000000	0
878	2	0.00000000	0
879	2	0.00000000	0
880	2	0.00000000	0
881	69	51.50000000	0.7463768116
882	1	0.00000000	0
883	1	2.00000000	2
884	1	3.00000000	3
885	1	4.00000000	4
886	41	894.00000000	21.80487805
887	1	0.00000000	0
888	3	0.00000000	0
889	3	102.00000000	34
890	2	72.00000000	36
891	3	0.00000000	0
892	3	110.50000000	36.83333333
893	32	1300.00000000	40.625
894	1	46.00000000	46
895	1	0.00000000	0
896	13	624.00000000	48
897	2	98.00000000	49
898	2	0.00000000	0
899	8	408.00000000	51
900	57	3409.00000000	59.80701754
901	2	4.00000000	2
902	1	70.00000000	70
903	40	0.00000000	0
904	52	0.00000000	0
905	2	0.00000000	0
906	3	0.00000000	0
907	1	0.00000000	0
908	51	0.00000000	0
909	536	0.00000000	0
910	53	3426.00000000	64.64150943
911	1	56.00000000	56
912	1	0.00000000	0
913	11	605.00000000	55
914	4	8.00000000	2
915	4	3.00000000	0.75
916	4	9.00000000	2.25
917	4	8.00000000	2
918	7	294.00000000	42
919	3	0.00000000	0
920	1	41.00000000	41
921	3	123.00000000	41
922	3	0.00000000	0
923	1	41.00000000	41
924	3	0.00000000	0
925	3	141.00000000	47
926	1	47.00000000	47
927	1	47.00000000	47
928	1	0.00000000	0
929	5	235.00000000	47
930	1	0.00000000	0
931	2	94.00000000	47
932	3	0.00000000	0
933	3	144.00000000	48
934	46	1992.00000000	43.30434783
935	1	38.00000000	38
936	1	0.00000000	0
937	1	38.00000000	38
938	1	38.00000000	38
939	1	0.00000000	0
940	1	37.00000000	37
941	2	76.00000000	38
942	2	0.00000000	0
943	1	36.00000000	36
944	5	180.00000000	36
945	5	0.00000000	0
946	1	32.00000000	32
947	1	32.00000000	32
948	1	0.00000000	0
949	1	32.00000000	32
950	5	164.00000000	32.8
951	5	0.00000000	0
952	1	22.00000000	22
953	3	72.00000000	24
954	3	0.00000000	0
955	1	23.00000000	23
956	1	23.00000000	23
957	1	0.00000000	0
958	101	2600.50000000	25.74752475
959	1	40.00000000	40
960	1	0.00000000	0
961	16	757.00000000	47.3125
962	291	0.00000000	0
963	75	0.00000000	0
964	2	0.00000000	0
965	23	0.00000000	0
966	3	138.00000000	46
967	1	0.00000000	0
968	1	46.00000000	46
969	5	238.00000000	47.6
970	2	0.00000000	0
971	2	94.00000000	47
972	2	98.00000000	49
973	1	0.00000000	0
974	1	51.00000000	51
975	2	102.00000000	51
976	1	0.00000000	0
977	1	51.00000000	51
978	2	108.00000000	54
979	1	0.00000000	0
980	1	55.00000000	55
981	2	110.00000000	55
982	2	0.00000000	0
983	2	112.00000000	56
984	5	290.00000000	58
985	1	0.00000000	0
986	1	58.00000000	58
987	3	175.00000000	58.33333333
988	324	0.00000000	0
989	1	59.00000000	59
990	2	2.00000000	1
991	2	116.00000000	58
992	1	59.00000000	59
993	1	0.00000000	0
994	1	59.00000000	59
995	2	122.00000000	61
996	1	0.00000000	0
997	1	61.00000000	61
998	1	62.00000000	62
999	3	0.00000000	0
1000	3	0.00000000	0
1001	1	63.00000000	63
1002	8	511.00000000	63.875
1003	2	2.00000000	1
1004	1	65.00000000	65
1005	7	0.00000000	0
1006	3	6.00000000	2
1007	2	128.00000000	64
1008	1	0.00000000	0
1009	1	65.00000000	65
1010	2	130.00000000	65
1011	1	0.00000000	0
1012	1	66.00000000	66
1013	62	4109.00000000	66.27419355
1014	1	72.00000000	72
1015	4	284.00000000	71
1016	2	0.00000000	0
1017	2	141.00000000	70.5
1018	2	138.00000000	69
1019	1	69.00000000	69
1020	4	277.50000000	69.375
1021	1	0.00000000	0
1022	1	69.00000000	69
1023	25	1743.00000000	69.72
1024	1	0.00000000	0
1025	1	0.00000000	0
1026	1	69.00000000	69
1027	1	70.00000000	70
1028	1	0.00000000	0
1029	2	142.00000000	71
1030	2	140.00000000	70
1031	2	0.00000000	0
1032	61	3186.50000000	52.23770492
1033	2	2.00000000	1
1034	1	41.00000000	41
1035	1	41.00000000	41
1036	1	0.00000000	0
1037	3	120.00000000	40
1038	1	40.00000000	40
1039	1	0.00000000	0
1040	2	80.00000000	40
1041	4	157.50000000	39.375
1042	3	0.00000000	0
1043	2	75.50000000	37.75
1044	1	37.00000000	37
1045	2	4.00000000	2
1046	2	0.00000000	0
1047	2	0.00000000	0
1048	3	6.00000000	2
1049	1	34.00000000	34
1050	1	34.00000000	34
1051	3	102.00000000	34
1052	1	34.00000000	34
1053	1	34.00000000	34
1054	2	0.00000000	0
1055	1	0.00000000	0
1056	1	34.00000000	34
1057	2	68.00000000	34
1058	1	0.00000000	0
1059	3	0.00000000	0
1060	3	0.00000000	0
1061	3	0.00000000	0
1062	2	68.00000000	34
1063	1	33.00000000	33
1064	1	0.00000000	0
1065	1	33.00000000	33
1066	2	65.00000000	32.5
1067	1	32.00000000	32
1068	1	13.00000000	13
1069	1	0.00000000	0
1070	1	0.00000000	0
1071	4	52.00000000	13
1072	4	0.00000000	0
1073	1	12.00000000	12
1074	4	23.50000000	5.875
1075	3	0.00000000	0
1076	2	0.00000000	0
1077	2	0.00000000	0
1078	1	0.00000000	0
1079	3	0.00000000	0
1080	3	0.00000000	0
1081	1	0.00000000	0
1082	2	0.00000000	0
1083	2	0.00000000	0
1084	1	0.00000000	0
1085	1	0.00000000	0
1086	1	0.00000000	0
1087	56	0.00000000	0
1088	5	0.00000000	0
1089	5	0.00000000	0
1090	1	0.00000000	0
1091	7	0.00000000	0
1092	7	0.00000000	0
1093	1	0.00000000	0
1094	3	0.00000000	0
1095	3	0.00000000	0
1096	68	0.00000000	0
1097	61	0.00000000	0
1098	1	0.00000000	0
1099	1	0.00000000	0
1100	6	0.00000000	0
1101	3	0.00000000	0
1102	4	0.00000000	0
1103	2	0.00000000	0
1104	1	0.00000000	0
1105	1	0.00000000	0
1106	1	0.00000000	0
1107	1	0.00000000	0
1108	1	0.00000000	0
1109	1	0.00000000	0
1110	3	0.00000000	0
1111	2	0.00000000	0
1112	59	0.00000000	0
1113	2	0.00000000	0
1114	2	0.00000000	0
1115	1	0.00000000	0
1116	2	0.00000000	0
1117	2	0.00000000	0
1118	1	0.00000000	0
1119	4	0.00000000	0
1120	4	0.00000000	0
1121	1	0.00000000	0
1122	1	0.00000000	0
1123	1	0.00000000	0
1124	15	0.00000000	0
1125	1	0.00000000	0
1126	1	0.00000000	0
1127	88	0.00000000	0
1128	208	0.00000000	0
1129	1	0.00000000	0
1130	1	0.00000000	0
1131	1	0.00000000	0
1132	12	0.00000000	0
