degree	coefficient	variables
2	105.90000000000001	x_1_2,x_1_4
2	12	x_1_2,x_2_1
2	4	x_1_2,x_2_2
2	2	x_1_2,x_2_3
2	2	x_1_2,x_2_4
2	2	x_1_2,x_3_1
2	4	x_1_2,x_3_2
2	2	x_1_2,x_3_3
2	2	x_1_2,x_3_4
2	105.90000000000001	x_1_3,x_1_4
2	12	x_1_3,x_2_1
2	2	x_1_3,x_2_2
2	4	x_1_3,x_2_3
2	2	x_1_3,x_2_4
2	2	x_1_3,x_3_1
2	2	x_1_3,x_3_2
2	4	x_1_3,x_3_3
2	2	x_1_3,x_3_4
2	12	x_1_4,x_2_1
2	2	x_1_4,x_2_2
2	2	x_1_4,x_2_3
2	4	x_1_4,x_2_4
2	2	x_1_4,x_3_1
2	2	x_1_4,x_3_2
2	2	x_1_4,x_3_3
2	4	x_1_4,x_3_4
2	10	x_2_0,x_2_1
2	10	x_2_0,x_3_1
2	16	x_2_1,x_2_2
2	16	x_2_1,x_2_3
2	16	x_2_1,x_2_4
2	14	x_2_1,x_3_1
2	-8	x_2_1,x_3_2
2	-8	x_2_1,x_3_3
2	-8	x_2_1,x_3_4
2	6	x_2_2,x_2_3
2	105.90000000000001	x_2_2,x_2_4
2	12	x_2_2,x_3_1
2	4	x_2_2,x_3_2
2	2	x_2_2,x_3_3
2	2	x_2_2,x_3_4
2	105.90000000000001	x_2_3,x_2_4
2	12	x_2_3,x_3_1
2	2	x_2_3,x_3_2
2	4	x_2_3,x_3_3
2	2	x_2_3,x_3_4
2	12	x_2_4,x_3_1
2	2	x_2_4,x_3_2
2	2	x_2_4,x_3_3
2	4	x_2_4,x_3_4
2	10	x_3_0,x_3_1
2	16	x_3_1,x_3_2
2	16	x_3_1,x_3_3
2	16	x_3_1,x_3_4
2	6	x_3_2,x_3_3
2	105.90000000000001	x_3_2,x_3_4
2	105.90000000000001	x_3_3,x_3_4
3	-10	x_0_0,x_0_1,x_1_0
3	-10	x_0_0,x_0_1,x_1_1
3	10	x_0_0,x_0_1,x_1_2
3	10	x_0_0,x_0_1,x_1_3
3	10	x_0_0,x_0_1,x_1_4
3	-10	x_0_0,x_0_2,x_1_1
3	-10	x_0_0,x_0_3,x_1_1
3	-10	x_0_0,x_0_4,x_1_1
3	-10	x_0_0,x_1_0,x_1_1
3	-10	x_0_0,x_1_1,x_1_2
3	-10	x_0_0,x_1_1,x_1_3
3	-10	x_0_0,x_1_1,x_1_4
3	-6	x_0_1,x_0_2,x_0_3
3	-6	x_0_1,x_0_2,x_0_4
3	-14	x_0_1,x_0_2,x_1_1
3	6	x_0_1,x_0_2,x_1_2
3	-2	x_0_1,x_0_2,x_1_3
3	8	x_0_1,x_0_2,x_1_4
3	-4	x_0_1,x_0_2,x_2_1
3	-4	x_0_1,x_0_2,x_2_2
3	-2	x_0_1,x_0_2,x_2_3
3	-2	x_0_1,x_0_2,x_2_4
3	-4	x_0_1,x_0_2,x_3_1
3	-4	x_0_1,x_0_2,x_3_2
3	-2	x_0_1,x_0_2,x_3_3
3	-2	x_0_1,x_0_2,x_3_4
3	-6	x_0_1,x_0_3,x_0_4
3	-14	x_0_1,x_0_3,x_1_1
3	8	x_0_1,x_0_3,x_1_2
3	6	x_0_1,x_0_3,x_1_3
3	8	x_0_1,x_0_3,x_1_4
3	-4	x_0_1,x_0_3,x_2_1
3	-2	x_0_1,x_0_3,x_2_2
3	-4	x_0_1,x_0_3,x_2_3
3	-2	x_0_1,x_0_3,x_2_4
3	-4	x_0_1,x_0_3,x_3_1
3	-2	x_0_1,x_0_3,x_3_2
3	-4	x_0_1,x_0_3,x_3_3
3	-2	x_0_1,x_0_3,x_3_4
3	-14	x_0_1,x_0_4,x_1_1
3	8	x_0_1,x_0_4,x_1_2
3	8	x_0_1,x_0_4,x_1_3
3	6	x_0_1,x_0_4,x_1_4
3	-4	x_0_1,x_0_4,x_2_1
3	-2	x_0_1,x_0_4,x_2_2
3	-2	x_0_1,x_0_4,x_2_3
3	-4	x_0_1,x_0_4,x_2_4
3	-4	x_0_1,x_0_4,x_3_1
3	-2	x_0_1,x_0_4,x_3_2
3	-2	x_0_1,x_0_4,x_3_3
3	-4	x_0_1,x_0_4,x_3_4
3	-10	x_0_1,x_1_0,x_1_1
3	10	x_0_1,x_1_0,x_1_2
3	10	x_0_1,x_1_0,x_1_3
3	10	x_0_1,x_1_0,x_1_4
3	-14	x_0_1,x_1_1,x_1_2
3	-14	x_0_1,x_1_1,x_1_3
3	-14	x_0_1,x_1_1,x_1_4
3	8	x_0_1,x_1_2,x_1_3
3	18	x_0_1,x_1_2,x_1_4
3	18	x_0_1,x_1_3,x_1_4
3	-4	x_0_1,x_2_1,x_2_2
3	-4	x_0_1,x_2_1,x_2_3
3	-4	x_0_1,x_2_1,x_2_4
3	-2	x_0_1,x_2_2,x_2_3
3	-2	x_0_1,x_2_2,x_2_4
3	-2	x_0_1,x_2_3,x_2_4
3	-4	x_0_1,x_3_1,x_3_2
3	-4	x_0_1,x_3_1,x_3_3
3	-4	x_0_1,x_3_1,x_3_4
3	-2	x_0_1,x_3_2,x_3_3
3	-2	x_0_1,x_3_2,x_3_4
3	-2	x_0_1,x_3_3,x_3_4
3	-105.90000000000001	x_0_2,x_0_3,x_0_4
3	-12	x_0_2,x_0_3,x_1_1
3	-4	x_0_2,x_0_3,x_1_2
3	-4	x_0_2,x_0_3,x_1_3
3	-2	x_0_2,x_0_3,x_1_4
3	-2	x_0_2,x_0_3,x_2_1
3	-4	x_0_2,x_0_3,x_2_2
3	-4	x_0_2,x_0_3,x_2_3
3	-2	x_0_2,x_0_3,x_2_4
3	-2	x_0_2,x_0_3,x_3_1
3	-4	x_0_2,x_0_3,x_3_2
3	-4	x_0_2,x_0_3,x_3_3
3	-2	x_0_2,x_0_3,x_3_4
3	-12	x_0_2,x_0_4,x_1_1
3	-4	x_0_2,x_0_4,x_1_2
3	-2	x_0_2,x_0_4,x_1_3
3	-4	x_0_2,x_0_4,x_1_4
3	-2	x_0_2,x_0_4,x_2_1
3	-4	x_0_2,x_0_4,x_2_2
3	-2	x_0_2,x_0_4,x_2_3
3	-4	x_0_2,x_0_4,x_2_4
3	-2	x_0_2,x_0_4,x_3_1
3	-4	x_0_2,x_0_4,x_3_2
3	-2	x_0_2,x_0_4,x_3_3
3	-4	x_0_2,x_0_4,x_3_4
3	-10	x_0_2,x_1_0,x_1_1
3	-14	x_0_2,x_1_1,x_1_2
3	-22	x_0_2,x_1_1,x_1_3
3	-12	x_0_2,x_1_1,x_1_4
3	-14	x_0_2,x_1_2,x_1_3
3	-4	x_0_2,x_1_2,x_1_4
3	-2	x_0_2,x_1_3,x_1_4
3	-4	x_0_2,x_2_1,x_2_2
3	-2	x_0_2,x_2_1,x_2_3
3	-2	x_0_2,x_2_1,x_2_4
3	-4	x_0_2,x_2_2,x_2_3
3	-4	x_0_2,x_2_2,x_2_4
3	-2	x_0_2,x_2_3,x_2_4
3	-4	x_0_2,x_3_1,x_3_2
3	-2	x_0_2,x_3_1,x_3_3
3	-2	x_0_2,x_3_1,x_3_4
3	-4	x_0_2,x_3_2,x_3_3
3	-4	x_0_2,x_3_2,x_3_4
3	-2	x_0_2,x_3_3,x_3_4
3	-12	x_0_3,x_0_4,x_1_1
3	-2	x_0_3,x_0_4,x_1_2
3	-4	x_0_3,x_0_4,x_1_3
3	-4	x_0_3,x_0_4,x_1_4
3	-2	x_0_3,x_0_4,x_2_1
3	-2	x_0_3,x_0_4,x_2_2
3	-4	x_0_3,x_0_4,x_2_3
3	-4	x_0_3,x_0_4,x_2_4
3	-2	x_0_3,x_0_4,x_3_1
3	-2	x_0_3,x_0_4,x_3_2
3	-4	x_0_3,x_0_4,x_3_3
3	-4	x_0_3,x_0_4,x_3_4
3	-10	x_0_3,x_1_0,x_1_1
3	-12	x_0_3,x_1_1,x_1_2
3	-24	x_0_3,x_1_1,x_1_3
3	-12	x_0_3,x_1_1,x_1_4
3	-4	x_0_3,x_1_2,x_1_3
3	-2	x_0_3,x_1_2,x_1_4
3	-4	x_0_3,x_1_3,x_1_4
3	-2	x_0_3,x_2_1,x_2_2
3	-4	x_0_3,x_2_1,x_2_3
3	-2	x_0_3,x_2_1,x_2_4
3	-4	x_0_3,x_2_2,x_2_3
3	-2	x_0_3,x_2_2,x_2_4
3	-4	x_0_3,x_2_3,x_2_4
3	-2	x_0_3,x_3_1,x_3_2
3	-4	x_0_3,x_3_1,x_3_3
3	-2	x_0_3,x_3_1,x_3_4
3	-4	x_0_3,x_3_2,x_3_3
3	-2	x_0_3,x_3_2,x_3_4
3	-4	x_0_3,x_3_3,x_3_4
3	-10	x_0_4,x_1_0,x_1_1
3	-12	x_0_4,x_1_1,x_1_2
3	-12	x_0_4,x_1_1,x_1_3
3	-24	x_0_4,x_1_1,x_1_4
3	-2	x_0_4,x_1_2,x_1_3
3	-4	x_0_4,x_1_2,x_1_4
3	-4	x_0_4,x_1_3,x_1_4
3	-2	x_0_4,x_2_1,x_2_2
3	-2	x_0_4,x_2_1,x_2_3
3	-4	x_0_4,x_2_1,x_2_4
3	-2	x_0_4,x_2_2,x_2_3
3	-4	x_0_4,x_2_2,x_2_4
3	-4	x_0_4,x_2_3,x_2_4
3	-2	x_0_4,x_3_1,x_3_2
3	-2	x_0_4,x_3_1,x_3_3
3	-4	x_0_4,x_3_1,x_3_4
3	-2	x_0_4,x_3_2,x_3_3
3	-4	x_0_4,x_3_2,x_3_4
3	-4	x_0_4,x_3_3,x_3_4
3	-10	x_1_0,x_1_1,x_1_2
3	-10	x_1_0,x_1_1,x_1_3
3	-10	x_1_0,x_1_1,x_1_4
3	-10	x_1_0,x_1_1,x_2_0
3	-10	x_1_0,x_1_1,x_2_1
3	10	x_1_0,x_1_1,x_2_2
3	10	x_1_0,x_1_1,x_2_3
3	10	x_1_0,x_1_1,x_2_4
3	-10	x_1_0,x_1_2,x_2_1
3	-10	x_1_0,x_1_3,x_2_1
3	-10	x_1_0,x_1_4,x_2_1
3	-10	x_1_0,x_2_0,x_2_1
3	-10	x_1_0,x_2_1,x_2_2
3	-10	x_1_0,x_2_1,x_2_3
3	-10	x_1_0,x_2_1,x_2_4
3	-16	x_1_1,x_1_2,x_1_3
3	-16	x_1_1,x_1_2,x_1_4
3	-14	x_1_1,x_1_2,x_2_1
3	6	x_1_1,x_1_2,x_2_2
3	-2	x_1_1,x_1_2,x_2_3
3	8	x_1_1,x_1_2,x_2_4
3	-4	x_1_1,x_1_2,x_3_1
3	-4	x_1_1,x_1_2,x_3_2
3	-2	x_1_1,x_1_2,x_3_3
3	-2	x_1_1,x_1_2,x_3_4
3	-16	x_1_1,x_1_3,x_1_4
3	-14	x_1_1,x_1_3,x_2_1
3	8	x_1_1,x_1_3,x_2_2
3	6	x_1_1,x_1_3,x_2_3
3	8	x_1_1,x_1_3,x_2_4
3	-4	x_1_1,x_1_3,x_3_1
3	-2	x_1_1,x_1_3,x_3_2
3	-4	x_1_1,x_1_3,x_3_3
3	-2	x_1_1,x_1_3,x_3_4
3	-14	x_1_1,x_1_4,x_2_1
3	8	x_1_1,x_1_4,x_2_2
3	8	x_1_1,x_1_4,x_2_3
3	6	x_1_1,x_1_4,x_2_4
3	-4	x_1_1,x_1_4,x_3_1
3	-2	x_1_1,x_1_4,x_3_2
3	-2	x_1_1,x_1_4,x_3_3
3	-4	x_1_1,x_1_4,x_3_4
3	-10	x_1_1,x_2_0,x_2_1
3	10	x_1_1,x_2_0,x_2_2
3	10	x_1_1,x_2_0,x_2_3
3	10	x_1_1,x_2_0,x_2_4
3	-14	x_1_1,x_2_1,x_2_2
3	-14	x_1_1,x_2_1,x_2_3
3	-14	x_1_1,x_2_1,x_2_4
3	8	x_1_1,x_2_2,x_2_3
3	18	x_1_1,x_2_2,x_2_4
3	18	x_1_1,x_2_3,x_2_4
3	-4	x_1_1,x_3_1,x_3_2
3	-4	x_1_1,x_3_1,x_3_3
3	-4	x_1_1,x_3_1,x_3_4
3	-2	x_1_1,x_3_2,x_3_3
3	-2	x_1_1,x_3_2,x_3_4
3	-2	x_1_1,x_3_3,x_3_4
3	-105.90000000000001	x_1_2,x_1_3,x_1_4
3	-12	x_1_2,x_1_3,x_2_1
3	-4	x_1_2,x_1_3,x_2_2
3	-4	x_1_2,x_1_3,x_2_3
3	-2	x_1_2,x_1_3,x_2_4
3	-2	x_1_2,x_1_3,x_3_1
3	-4	x_1_2,x_1_3,x_3_2
3	-4	x_1_2,x_1_3,x_3_3
3	-2	x_1_2,x_1_3,x_3_4
3	-12	x_1_2,x_1_4,x_2_1
3	-4	x_1_2,x_1_4,x_2_2
3	-2	x_1_2,x_1_4,x_2_3
3	-4	x_1_2,x_1_4,x_2_4
3	-2	x_1_2,x_1_4,x_3_1
3	-4	x_1_2,x_1_4,x_3_2
3	-2	x_1_2,x_1_4,x_3_3
3	-4	x_1_2,x_1_4,x_3_4
3	-10	x_1_2,x_2_0,x_2_1
3	-14	x_1_2,x_2_1,x_2_2
3	-22	x_1_2,x_2_1,x_2_3
3	-12	x_1_2,x_2_1,x_2_4
3	-14	x_1_2,x_2_2,x_2_3
3	-4	x_1_2,x_2_2,x_2_4
3	-2	x_1_2,x_2_3,x_2_4
3	-4	x_1_2,x_3_1,x_3_2
3	-2	x_1_2,x_3_1,x_3_3
3	-2	x_1_2,x_3_1,x_3_4
3	-4	x_1_2,x_3_2,x_3_3
3	-4	x_1_2,x_3_2,x_3_4
3	-2	x_1_2,x_3_3,x_3_4
3	-12	x_1_3,x_1_4,x_2_1
3	-2	x_1_3,x_1_4,x_2_2
3	-4	x_1_3,x_1_4,x_2_3
3	-4	x_1_3,x_1_4,x_2_4
3	-2	x_1_3,x_1_4,x_3_1
3	-2	x_1_3,x_1_4,x_3_2
3	-4	x_1_3,x_1_4,x_3_3
3	-4	x_1_3,x_1_4,x_3_4
3	-10	x_1_3,x_2_0,x_2_1
3	-12	x_1_3,x_2_1,x_2_2
3	-24	x_1_3,x_2_1,x_2_3
3	-12	x_1_3,x_2_1,x_2_4
3	-4	x_1_3,x_2_2,x_2_3
3	-2	x_1_3,x_2_2,x_2_4
3	-4	x_1_3,x_2_3,x_2_4
3	-2	x_1_3,x_3_1,x_3_2
3	-4	x_1_3,x_3_1,x_3_3
3	-2	x_1_3,x_3_1,x_3_4
3	-4	x_1_3,x_3_2,x_3_3
3	-2	x_1_3,x_3_2,x_3_4
3	-4	x_1_3,x_3_3,x_3_4
3	-10	x_1_4,x_2_0,x_2_1
3	-12	x_1_4,x_2_1,x_2_2
3	-12	x_1_4,x_2_1,x_2_3
3	-24	x_1_4,x_2_1,x_2_4
3	-2	x_1_4,x_2_2,x_2_3
3	-4	x_1_4,x_2_2,x_2_4
3	-4	x_1_4,x_2_3,x_2_4
3	-2	x_1_4,x_3_1,x_3_2
3	-2	x_1_4,x_3_1,x_3_3
3	-4	x_1_4,x_3_1,x_3_4
3	-2	x_1_4,x_3_2,x_3_3
3	-4	x_1_4,x_3_2,x_3_4
3	-4	x_1_4,x_3_3,x_3_4
3	-10	x_2_0,x_2_1,x_2_2
3	-10	x_2_0,x_2_1,x_2_3
3	-10	x_2_0,x_2_1,x_2_4
3	-10	x_2_0,x_2_1,x_3_0
3	-10	x_2_0,x_2_1,x_3_1
3	10	x_2_0,x_2_1,x_3_2
3	10	x_2_0,x_2_1,x_3_3
3	10	x_2_0,x_2_1,x_3_4
3	-10	x_2_0,x_2_2,x_3_1
3	-10	x_2_0,x_2_3,x_3_1
3	-10	x_2_0,x_2_4,x_3_1
3	-10	x_2_0,x_3_0,x_3_1
3	-10	x_2_0,x_3_1,x_3_2
3	-10	x_2_0,x_3_1,x_3_3
3	-10	x_2_0,x_3_1,x_3_4
3	-16	x_2_1,x_2_2,x_2_3
3	-16	x_2_1,x_2_2,x_2_4
3	-14	x_2_1,x_2_2,x_3_1
3	6	x_2_1,x_2_2,x_3_2
3	-2	x_2_1,x_2_2,x_3_3
3	8	x_2_1,x_2_2,x_3_4
3	-16	x_2_1,x_2_3,x_2_4
3	-14	x_2_1,x_2_3,x_3_1
3	8	x_2_1,x_2_3,x_3_2
3	6	x_2_1,x_2_3,x_3_3
3	8	x_2_1,x_2_3,x_3_4
3	-14	x_2_1,x_2_4,x_3_1
3	8	x_2_1,x_2_4,x_3_2
3	8	x_2_1,x_2_4,x_3_3
3	6	x_2_1,x_2_4,x_3_4
3	-10	x_2_1,x_3_0,x_3_1
3	10	x_2_1,x_3_0,x_3_2
3	10	x_2_1,x_3_0,x_3_3
3	10	x_2_1,x_3_0,x_3_4
3	-14	x_2_1,x_3_1,x_3_2
3	-14	x_2_1,x_3_1,x_3_3
3	-14	x_2_1,x_3_1,x_3_4
3	8	x_2_1,x_3_2,x_3_3
3	18	x_2_1,x_3_2,x_3_4
3	18	x_2_1,x_3_3,x_3_4
3	-105.90000000000001	x_2_2,x_2_3,x_2_4
3	-12	x_2_2,x_2_3,x_3_1
3	-4	x_2_2,x_2_3,x_3_2
3	-4	x_2_2,x_2_3,x_3_3
3	-2	x_2_2,x_2_3,x_3_4
3	-12	x_2_2,x_2_4,x_3_1
3	-4	x_2_2,x_2_4,x_3_2
3	-2	x_2_2,x_2_4,x_3_3
3	-4	x_2_2,x_2_4,x_3_4
3	-10	x_2_2,x_3_0,x_3_1
3	-14	x_2_2,x_3_1,x_3_2
3	-22	x_2_2,x_3_1,x_3_3
3	-12	x_2_2,x_3_1,x_3_4
3	-14	x_2_2,x_3_2,x_3_3
3	-4	x_2_2,x_3_2,x_3_4
3	-2	x_2_2,x_3_3,x_3_4
3	-12	x_2_3,x_2_4,x_3_1
3	-2	x_2_3,x_2_4,x_3_2
3	-4	x_2_3,x_2_4,x_3_3
3	-4	x_2_3,x_2_4,x_3_4
3	-10	x_2_3,x_3_0,x_3_1
3	-12	x_2_3,x_3_1,x_3_2
3	-24	x_2_3,x_3_1,x_3_3
3	-12	x_2_3,x_3_1,x_3_4
3	-4	x_2_3,x_3_2,x_3_3
3	-2	x_2_3,x_3_2,x_3_4
3	-4	x_2_3,x_3_3,x_3_4
3	-10	x_2_4,x_3_0,x_3_1
3	-12	x_2_4,x_3_1,x_3_2
3	-12	x_2_4,x_3_1,x_3_3
3	-24	x_2_4,x_3_1,x_3_4
3	-2	x_2_4,x_3_2,x_3_3
3	-4	x_2_4,x_3_2,x_3_4
3	-4	x_2_4,x_3_3,x_3_4
3	-10	x_3_0,x_3_1,x_3_2
3	-10	x_3_0,x_3_1,x_3_3
3	-10	x_3_0,x_3_1,x_3_4
3	-16	x_3_1,x_3_2,x_3_3
3	-16	x_3_1,x_3_2,x_3_4
3	-16	x_3_1,x_3_3,x_3_4
3	-105.90000000000001	x_3_2,x_3_3,x_3_4
4	10	x_0_0,x_0_1,x_0_2,x_1_0
4	10	x_0_0,x_0_1,x_0_2,x_1_1
4	-10	x_0_0,x_0_1,x_0_2,x_1_2
4	-10	x_0_0,x_0_1,x_0_2,x_1_4
4	10	x_0_0,x_0_1,x_0_3,x_1_0
4	10	x_0_0,x_0_1,x_0_3,x_1_1
4	-10	x_0_0,x_0_1,x_0_3,x_1_2
4	-10	x_0_0,x_0_1,x_0_3,x_1_3
4	-10	x_0_0,x_0_1,x_0_3,x_1_4
4	10	x_0_0,x_0_1,x_0_4,x_1_0
4	10	x_0_0,x_0_1,x_0_4,x_1_1
4	-10	x_0_0,x_0_1,x_0_4,x_1_2
4	-10	x_0_0,x_0_1,x_0_4,x_1_3
4	-10	x_0_0,x_0_1,x_0_4,x_1_4
4	20	x_0_0,x_0_1,x_1_0,x_1_1
4	10	x_0_0,x_0_1,x_1_1,x_1_2
4	10	x_0_0,x_0_1,x_1_1,x_1_3
4	10	x_0_0,x_0_1,x_1_1,x_1_4
4	-10	x_0_0,x_0_1,x_1_2,x_1_3
4	-20	x_0_0,x_0_1,x_1_2,x_1_4
4	-20	x_0_0,x_0_1,x_1_3,x_1_4
4	10	x_0_0,x_0_2,x_0_3,x_1_1
4	10	x_0_0,x_0_2,x_0_4,x_1_1
4	10	x_0_0,x_0_2,x_1_1,x_1_2
4	20	x_0_0,x_0_2,x_1_1,x_1_3
4	10	x_0_0,x_0_2,x_1_1,x_1_4
4	10	x_0_0,x_0_2,x_1_2,x_1_3
4	10	x_0_0,x_0_3,x_0_4,x_1_1
4	10	x_0_0,x_0_3,x_1_1,x_1_2
4	20	x_0_0,x_0_3,x_1_1,x_1_3
4	10	x_0_0,x_0_3,x_1_1,x_1_4
4	10	x_0_0,x_0_4,x_1_1,x_1_2
4	10	x_0_0,x_0_4,x_1_1,x_1_3
4	20	x_0_0,x_0_4,x_1_1,x_1_4
4	10	x_0_0,x_1_0,x_1_1,x_1_2
4	10	x_0_0,x_1_0,x_1_1,x_1_3
4	10	x_0_0,x_1_0,x_1_1,x_1_4
4	10	x_0_0,x_1_1,x_1_2,x_1_3
4	10	x_0_0,x_1_1,x_1_2,x_1_4
4	10	x_0_0,x_1_1,x_1_3,x_1_4
4	6	x_0_1,x_0_2,x_0_3,x_0_4
4	14	x_0_1,x_0_2,x_0_3,x_1_1
4	-6	x_0_1,x_0_2,x_0_3,x_1_2
4	4	x_0_1,x_0_2,x_0_3,x_1_3
4	-18	x_0_1,x_0_2,x_0_3,x_1_4
4	4	x_0_1,x_0_2,x_0_3,x_2_1
4	4	x_0_1,x_0_2,x_0_3,x_2_2
4	4	x_0_1,x_0_2,x_0_3,x_2_3
4	2	x_0_1,x_0_2,x_0_3,x_2_4
4	4	x_0_1,x_0_2,x_0_3,x_3_1
4	4	x_0_1,x_0_2,x_0_3,x_3_2
4	4	x_0_1,x_0_2,x_0_3,x_3_3
4	2	x_0_1,x_0_2,x_0_3,x_3_4
4	14	x_0_1,x_0_2,x_0_4,x_1_1
4	-6	x_0_1,x_0_2,x_0_4,x_1_2
4	2	x_0_1,x_0_2,x_0_4,x_1_3
4	-6	x_0_1,x_0_2,x_0_4,x_1_4
4	4	x_0_1,x_0_2,x_0_4,x_2_1
4	4	x_0_1,x_0_2,x_0_4,x_2_2
4	2	x_0_1,x_0_2,x_0_4,x_2_3
4	4	x_0_1,x_0_2,x_0_4,x_2_4
4	4	x_0_1,x_0_2,x_0_4,x_3_1
4	4	x_0_1,x_0_2,x_0_4,x_3_2
4	2	x_0_1,x_0_2,x_0_4,x_3_3
4	4	x_0_1,x_0_2,x_0_4,x_3_4
4	10	x_0_1,x_0_2,x_1_0,x_1_1
4	-10	x_0_1,x_0_2,x_1_0,x_1_2
4	-10	x_0_1,x_0_2,x_1_0,x_1_4
4	18	x_0_1,x_0_2,x_1_1,x_1_2
4	34	x_0_1,x_0_2,x_1_1,x_1_3
4	14	x_0_1,x_0_2,x_1_1,x_1_4
4	14	x_0_1,x_0_2,x_1_2,x_1_3
4	-16	x_0_1,x_0_2,x_1_2,x_1_4
4	-8	x_0_1,x_0_2,x_1_3,x_1_4
4	8	x_0_1,x_0_2,x_2_1,x_2_2
4	4	x_0_1,x_0_2,x_2_1,x_2_3
4	4	x_0_1,x_0_2,x_2_1,x_2_4
4	4	x_0_1,x_0_2,x_2_2,x_2_3
4	4	x_0_1,x_0_2,x_2_2,x_2_4
4	2	x_0_1,x_0_2,x_2_3,x_2_4
4	8	x_0_1,x_0_2,x_3_1,x_3_2
4	4	x_0_1,x_0_2,x_3_1,x_3_3
4	4	x_0_1,x_0_2,x_3_1,x_3_4
4	4	x_0_1,x_0_2,x_3_2,x_3_3
4	4	x_0_1,x_0_2,x_3_2,x_3_4
4	2	x_0_1,x_0_2,x_3_3,x_3_4
4	14	x_0_1,x_0_3,x_0_4,x_1_1
4	-8	x_0_1,x_0_3,x_0_4,x_1_2
4	-6	x_0_1,x_0_3,x_0_4,x_1_3
4	-6	x_0_1,x_0_3,x_0_4,x_1_4
4	4	x_0_1,x_0_3,x_0_4,x_2_1
4	2	x_0_1,x_0_3,x_0_4,x_2_2
4	4	x_0_1,x_0_3,x_0_4,x_2_3
4	4	x_0_1,x_0_3,x_0_4,x_2_4
4	4	x_0_1,x_0_3,x_0_4,x_3_1
4	2	x_0_1,x_0_3,x_0_4,x_3_2
4	4	x_0_1,x_0_3,x_0_4,x_3_3
4	4	x_0_1,x_0_3,x_0_4,x_3_4
4	10	x_0_1,x_0_3,x_1_0,x_1_1
4	-10	x_0_1,x_0_3,x_1_0,x_1_2
4	-10	x_0_1,x_0_3,x_1_0,x_1_3
4	-10	x_0_1,x_0_3,x_1_0,x_1_4
4	14	x_0_1,x_0_3,x_1_1,x_1_2
4	28	x_0_1,x_0_3,x_1_1,x_1_3
4	14	x_0_1,x_0_3,x_1_1,x_1_4
4	-6	x_0_1,x_0_3,x_1_2,x_1_3
4	-18	x_0_1,x_0_3,x_1_2,x_1_4
4	-16	x_0_1,x_0_3,x_1_3,x_1_4
4	4	x_0_1,x_0_3,x_2_1,x_2_2
4	8	x_0_1,x_0_3,x_2_1,x_2_3
4	4	x_0_1,x_0_3,x_2_1,x_2_4
4	4	x_0_1,x_0_3,x_2_2,x_2_3
4	2	x_0_1,x_0_3,x_2_2,x_2_4
4	4	x_0_1,x_0_3,x_2_3,x_2_4
