node	length	covered_bases	depth
503	1	33.00000000	33
504	1	0.00000000	0
505	1	32.00000000	32
506	1	32.00000000	32
507	2	0.00000000	0
508	2	64.00000000	32
509	32	1039.00000000	32.46875
510	1	0.00000000	0
511	1	35.00000000	35
512	40	1402.00000000	35.05
513	29	0.00000000	0
514	29	984.00000000	33.93103448
515	17	600.50000000	35.32352941
516	1	0.00000000	0
517	1	35.00000000	35
518	12	382.00000000	31.83333333
519	1	31.00000000	31
520	1	32.00000000	32
521	1	0.00000000	0
522	1	32.00000000	32
523	2	61.50000000	30.75
524	1	30.00000000	30
525	2	60.00000000	30
526	2	0.00000000	0
527	1	30.00000000	30
528	2	0.00000000	0
529	1	0.00000000	0
530	1	30.00000000	30
531	1	29.00000000	29
532	1	29.00000000	29
533	1	0.00000000	0
534	59	1792.00000000	30.37288136
535	9	437.50000000	48.61111111
536	7	182.00000000	26
537	3	0.00000000	0
538	3	78.00000000	26
539	34	526.50000000	15.48529412
540	34	404.00000000	11.88235294
541	4	0.00000000	0
542	1	13.00000000	13
543	1	0.00000000	0
544	1	13.00000000	13
545	1	15.00000000	15
546	2	0.00000000	0
547	2	30.00000000	15
548	51	653.00000000	12.80392157
549	1	0.00000000	0
550	4	0.00000000	0
551	1	15.00000000	15
552	1	0.00000000	0
553	1	15.00000000	15
554	1	15.00000000	15
555	1	0.00000000	0
556	2	30.00000000	15
557	3	45.00000000	15
558	30	489.50000000	16.31666667
559	1	19.00000000	19
560	6	0.00000000	0
561	1	19.00000000	19
562	1	0.00000000	0
563	3	57.00000000	19
564	2	38.00000000	19
565	3	57.00000000	19
566	1	18.00000000	18
567	1	18.00000000	18
568	1	0.00000000	0
569	2	36.00000000	18
570	1	0.00000000	0
571	1	18.00000000	18
572	2	36.00000000	18
573	33	0.00000000	0
574	1	18.00000000	18
575	2	0.00000000	0
576	2	64.00000000	32
577	13	420.00000000	32.30769231
578	2	0.00000000	0
579	2	60.00000000	30
580	19	513.00000000	27
581	10	235.50000000	23.55
582	1	51.00000000	51
583	1	51.00000000	51
584	1	0.00000000	0
585	1	51.00000000	51
586	1	51.00000000	51
587	2	0.00000000	0
588	2	102.00000000	51
589	1	52.00000000	52
590	3	0.00000000	0
591	50	1710.50000000	34.21
592	3	0.00000000	0
593	3	102.00000000	34
594	2	70.00000000	35
595	1	0.00000000	0
596	1	35.00000000	35
597	19	645.50000000	33.97368421
598	18	654.00000000	36.33333333
599	3	108.00000000	36
600	1	35.00000000	35
601	1	0.00000000	0
602	1	35.00000000	35
603	1	35.00000000	35
604	4	140.00000000	35
605	7	0.00000000	0
606	1	35.00000000	35
607	1	0.00000000	0
608	1	34.00000000	34
609	1	34.00000000	34
610	3	0.00000000	0
611	3	108.00000000	36
612	1	36.00000000	36
613	1	0.00000000	0
614	1	36.00000000	36
615	5	180.00000000	36
616	1	0.00000000	0
617	1	36.00000000	36
618	8	318.00000000	39.75
619	3	117.00000000	39
620	4	8.00000000	2
621	2	77.50000000	38.75
622	1	2.00000000	2
623	2	0.00000000	0
624	1	2.00000000	2
625	4	156.00000000	39
626	3	117.00000000	39
627	1	0.00000000	0
628	1	39.00000000	39
629	5	197.50000000	39.5
630	5	0.00000000	0
631	71	2211.50000000	31.14788732
632	143	0.00000000	0
633	1	28.00000000	28
634	1	0.00000000	0
635	49	1156.00000000	23.59183673
636	1	0.00000000	0
637	2	56.00000000	28
638	28	733.50000000	26.19642857
639	1	0.00000000	0
640	1	26.00000000	26
641	42	893.00000000	21.26190476
642	1	0.00000000	0
643	1	20.00000000	20
644	38	798.50000000	21.01315789
645	6	0.00000000	0
646	3	69.00000000	23
647	2	0.00000000	0
648	2	46.00000000	23
649	11	231.00000000	21
650	1	2.00000000	2
651	4	0.00000000	0
652	4	8.00000000	2
653	1	1.00000000	1
654	1	0.00000000	0
655	1	1.00000000	1
656	1	1.00000000	1
657	1	0.00000000	0
658	1	1.00000000	1
659	2	4.00000000	2
660	6	138.00000000	23
661	7	0.00000000	0
662	2	0.00000000	0
663	27	767.50000000	28.42592593
664	1	0.00000000	0
665	1	30.00000000	30
666	9	251.00000000	27.88888889
667	13	0.00000000	0
668	13	346.00000000	26.61538462
669	2	52.00000000	26
670	1	0.00000000	0
671	1	26.00000000	26
672	15	420.00000000	28
673	3	0.00000000	0
674	3	78.00000000	26
675	1	26.00000000	26
676	52	278.00000000	5.346153846
677	1	23.00000000	23
678	1	23.00000000	23
679	2	46.00000000	23
680	1	0.00000000	0
681	1	0.00000000	0
682	1	0.00000000	0
683	1	0.00000000	0
684	1	23.00000000	23
685	1	0.00000000	0
686	1	23.00000000	23
687	1	0.00000000	0
688	1	0.00000000	0
689	3	66.00000000	22
690	1	0.00000000	0
691	1	0.00000000	0
692	1	0.00000000	0
693	1	0.00000000	0
694	1	21.00000000	21
695	1	0.00000000	0
696	3	63.00000000	21
697	1	0.00000000	0
698	1	0.00000000	0
699	1	0.00000000	0
700	1	0.00000000	0
701	1	21.00000000	21
702	1	0.00000000	0
703	1	21.00000000	21
704	2	0.00000000	0
705	2	42.00000000	21
706	1	0.00000000	0
707	1	21.00000000	21
708	1	21.00000000	21
709	1	21.00000000	21
710	1	0.00000000	0
711	1	21.00000000	21
712	1	21.00000000	21
713	1	21.00000000	21
714	1	0.00000000	0
715	2	0.00000000	0
716	1	0.00000000	0
717	2	44.00000000	22
718	2	0.00000000	0
719	1	22.00000000	22
720	1	0.00000000	0
721	1	22.00000000	22
722	3	72.00000000	24
723	1	0.00000000	0
724	1	0.00000000	0
725	1	25.00000000	25
726	9	0.00000000	0
727	1	0.00000000	0
728	1	24.00000000	24
729	1	0.00000000	0
730	1	24.00000000	24
731	1	25.00000000	25
732	2	49.00000000	24.5
733	2	0.00000000	0
734	1	0.00000000	0
735	2	48.00000000	24
736	4	96.00000000	24
737	4	0.00000000	0
738	1	26.00000000	26
739	1	26.00000000	26
740	1	0.00000000	0
741	15	414.50000000	27.63333333
742	4	118.00000000	29.5
743	2	0.00000000	0
744	2	62.00000000	31
745	8	0.00000000	0
746	1	38.00000000	38
747	1	31.00000000	31
748	3	94.50000000	31.5
749	3	0.00000000	0
750	1	32.00000000	32
751	2	64.00000000	32
752	3	0.00000000	0
753	1	32.00000000	32
754	1	32.00000000	32
755	3	0.00000000	0
756	1	32.00000000	32
757	1	0.00000000	0
758	1	32.00000000	32
759	8	265.00000000	33.125
760	3	102.00000000	34
761	3	0.00000000	0
762	1	35.00000000	35
763	1	0.00000000	0
764	2	70.00000000	35
765	2	72.00000000	36
766	2	0.00000000	0
767	1	36.00000000	36
768	1	36.00000000	36
769	1	0.00000000	0
770	1	36.00000000	36
771	5	180.00000000	36
772	2	70.00000000	35
773	1	0.00000000	0
774	1	34.00000000	34
775	1	34.00000000	34
776	1	0.00000000	0
777	2	65.50000000	32.75
778	1	32.00000000	32
779	1	0.00000000	0
780	1	32.00000000	32
781	1	0.00000000	0
782	2	65.50000000	32.75
783	2	68.00000000	34
784	2	0.00000000	0
785	1	35.00000000	35
786	4	136.00000000	34
787	4	0.00000000	0
788	1	34.00000000	34
789	3	105.00000000	35
790	3	0.00000000	0
791	1	35.00000000	35
792	2	70.00000000	35
793	2	0.00000000	0
794	1	34.00000000	34
795	1	34.00000000	34
796	2	0.00000000	0
797	1	0.00000000	0
798	1	33.00000000	33
799	1	33.00000000	33
800	1	33.00000000	33
801	1	0.00000000	0
802	1	0.00000000	0
803	1	33.00000000	33
804	3	98.00000000	32.66666667
805	1	0.00000000	0
806	1	0.00000000	0
807	1	0.00000000	0
808	1	0.00000000	0
809	1	0.00000000	0
810	1	33.00000000	33
811	1	34.00000000	34
812	1	0.00000000	0
813	1	0.00000000	0
814	3	102.00000000	34
815	1	0.00000000	0
816	1	33.00000000	33
817	1	0.00000000	0
818	1	33.00000000	33
819	1	33.00000000	33
820	5	0.00000000	0
821	4	132.00000000	33
822	1	32.00000000	32
823	8	272.50000000	34.0625
824	3	6.00000000	2
825	9	0.00000000	0
826	1	34.00000000	34
827	2	0.00000000	0
828	2	66.00000000	33
829	1	33.00000000	33
830	1	33.00000000	33
831	1	0.00000000	0
832	17	559.00000000	32.88235294
833	111	57.50000000	0.518018018
834	2	66.00000000	33
835	4	0.00000000	0
836	30	0.00000000	0
837	307	294.00000000	0.9576547231
838	21	93.00000000	4.428571429
839	10	0.00000000	0
840	3	0.00000000	0
841	6	0.00000000	0
842	1	0.00000000	0
843	8	280.00000000	35
844	2	0.00000000	0
845	1	0.00000000	0
846	21	0.00000000	0
847	1	0.00000000	0
848	4	140.00000000	35
849	26	1014.00000000	39
850	6	0.00000000	0
851	2	0.00000000	0
852	6	0.00000000	0
853	8	0.00000000	0
854	2	0.00000000	0
855	88	33.00000000	0.375
856	32	0.00000000	0
857	2	0.00000000	0
858	85	0.00000000	0
859	2	0.00000000	0
860	1	0.00000000	0
861	1	0.00000000	0
862	1	0.00000000	0
863	2	0.00000000	0
864	2	0.00000000	0
865	1	0.00000000	0
866	1	0.00000000	0
867	1	0.00000000	0
868	24	14.50000000	0.6041666667
869	1	2.00000000	2
870	1	0.00000000	0
871	1	2.00000000	2
872	1	2.00000000	2
873	1	0.00000000	0
874	1	2.00000000	2
875	1	2.00000000	2
876	1	0.00000000	0
877	51	152.00000000	2.980392157
878	2	0.00000000	0
879	1	38.00000000	38
880	1	39.00000000	39
881	2	0.00000000	0
882	2	78.00000000	39
883	2	0.00000000	0
884	20	0.00000000	0
885	1	0.00000000	0
886	23	921.50000000	40.06521739
887	2	0.00000000	0
888	3	111.00000000	37
889	1	36.00000000	36
890	11	0.00000000	0
891	1	36.00000000	36
892	1	36.00000000	36
893	1	36.00000000	36
894	1	0.00000000	0
895	8	288.00000000	36
896	2	70.00000000	35
897	5	0.00000000	0
898	5	167.00000000	33.4
899	1	33.00000000	33
900	2	0.00000000	0
901	2	65.50000000	32.75
902	1	32.00000000	32
903	5	0.00000000	0
904	1	32.00000000	32
905	1	8.00000000	8
906	1	8.00000000	8
907	4	128.00000000	32
908	30	1030.00000000	34.33333333
909	1	37.00000000	37
910	23	822.50000000	35.76086957
911	1	2.00000000	2
912	2	40.00000000	20
913	2	68.00000000	34
914	19	704.50000000	37.07894737
915	3	105.00000000	35
916	107	3388.00000000	31.6635514
917	6	0.00000000	0
918	6	222.00000000	37
919	115	4467.00000000	38.84347826
920	1	37.00000000	37
921	1	36.00000000	36
922	2	2.00000000	1
923	1	0.00000000	0
924	1	34.00000000	34
925	3	105.00000000	35
926	3	0.00000000	0
927	20	701.50000000	35.075
928	3	97.00000000	32.33333333
929	3	0.00000000	0
930	1	34.00000000	34
931	1	34.00000000	34
932	1	0.00000000	0
933	192	4829.00000000	25.15104167
934	3	0.00000000	0
935	3	85.50000000	28.5
936	1	9.00000000	9
937	5	0.00000000	0
938	5	37.50000000	7.5
939	101	720.00000000	7.128712871
940	50	0.00000000	0
941	24	198.00000000	8.25
942	8	0.00000000	0
943	8	59.50000000	7.4375
944	2	10.00000000	5
945	1	0.00000000	0
946	1	5.00000000	5
947	123	1218.50000000	9.906504065
948	2	6.00000000	3
949	1	2.00000000	2
950	1	0.00000000	0
951	1	2.00000000	2
952	49	0.00000000	0
953	1	21.00000000	21
954	1	21.00000000	21
955	1	0.00000000	0
956	2	40.00000000	20
957	50	1112.00000000	22.24
958	1	0.00000000	0
959	12	258.00000000	21.5
960	1	0.00000000	0
961	1	21.00000000	21
962	9	0.00000000	0
963	9	201.50000000	22.38888889
964	1	22.00000000	22
965	5	115.00000000	23
966	5	0.00000000	0
967	1	22.00000000	22
968	2	44.00000000	22
969	2	0.00000000	0
970	102	1951.50000000	19.13235294
971	107	1871.50000000	17.49065421
972	1	0.00000000	0
973	1	13.00000000	13
974	1	13.00000000	13
975	1	0.00000000	0
976	1	13.00000000	13
977	278	2087.00000000	7.507194245
978	2	0.00000000	0
979	4	0.00000000	0
980	36	1072.00000000	29.77777778
981	1	11.00000000	11
982	1	25.00000000	25
983	26	1076.50000000	41.40384615
984	1	1.00000000	1
985	1	47.00000000	47
986	11	539.00000000	49
987	1	0.00000000	0
988	1	47.00000000	47
989	5	235.00000000	47
990	2	0.00000000	0
991	27	1458.00000000	54
992	1	52.00000000	52
993	2	104.00000000	52
994	1	52.00000000	52
995	1	0.00000000	0
996	1	53.00000000	53
997	1	1.00000000	1
998	1	47.00000000	47
999	1	44.00000000	44
1000	1	43.00000000	43
1001	1	70.00000000	70
1002	1	25.00000000	25
1003	1	45.00000000	45
1004	2	140.00000000	70
1005	1	24.00000000	24
1006	1	45.00000000	45
1007	2	136.00000000	68
1008	4	96.00000000	24
1009	27	2147.00000000	79.51851852
1010	1	0.00000000	0
1011	3	231.00000000	77
1012	3	0.00000000	0
1013	3	231.00000000	77
1014	2	154.00000000	77
1015	3	0.00000000	0
1016	3	234.00000000	78
1017	22	1594.00000000	72.45454545
1018	1	73.00000000	73
1019	1	0.00000000	0
1020	9	648.00000000	72
1021	1	1.00000000	1
1022	1	72.00000000	72
1023	13	926.00000000	71.23076923
1024	2	0.00000000	0
1025	2	138.00000000	69
1026	487	16.50000000	0.03388090349
1027	15	998.00000000	66.53333333
1028	1	69.00000000	69
1029	1	0.00000000	0
1030	2	142.50000000	71.25
1031	1	72.00000000	72
1032	1	0.00000000	0
1033	1	0.00000000	0
1034	1	72.00000000	72
1035	4	284.00000000	71
1036	1	0.00000000	0
1037	41	2843.00000000	69.34146341
1038	2	4.00000000	2
1039	1	71.00000000	71
1040	1	0.00000000	0
1041	3	212.00000000	70.66666667
1042	15	0.00000000	0
1043	78	0.00000000	0
1044	15	1049.00000000	69.93333333
1045	35	93.00000000	2.657142857
1046	1	0.00000000	0
1047	1	0.00000000	0
1048	11	0.00000000	0
1049	4	0.00000000	0
1050	4	0.00000000	0
1051	4	0.00000000	0
1052	4	0.00000000	0
1053	7	0.00000000	0
1054	3	0.00000000	0
1055	1	0.00000000	0
1056	3	0.00000000	0
1057	3	0.00000000	0
1058	1	0.00000000	0
1059	3	0.00000000	0
1060	3	0.00000000	0
1061	1	0.00000000	0
1062	1	0.00000000	0
1063	1	0.00000000	0
1064	3	0.00000000	0
1065	2	0.00000000	0
1066	1	0.00000000	0
1067	3	172.00000000	57.33333333
1068	2	0.00000000	0
1069	1	27.00000000	27
1070	3	0.00000000	0
1071	1	31.00000000	31
1072	50	2982.00000000	59.64
1073	5	317.00000000	63.4
1074	5	0.00000000	0
1075	15	962.00000000	64.13333333
1076	3	198.00000000	66
1077	46	2924.50000000	63.57608696
1078	1	0.00000000	0
1079	1	64.00000000	64
1080	1	64.00000000	64
1081	1	0.00000000	0
1082	1	64.00000000	64
1083	1	63.00000000	63
1084	1	0.00000000	0
1085	2	128.00000000	64
1086	1	0.00000000	0
1087	1	62.00000000	62
1088	1	62.00000000	62
1089	2	0.00000000	0
1090	2	120.50000000	60.25
1091	1	58.00000000	58
1092	1	58.00000000	58
1093	1	58.00000000	58
1094	1	0.00000000	0
1095	1	58.00000000	58
1096	1	58.00000000	58
1097	1	0.00000000	0
1098	2	117.00000000	58.5
1099	2	42.00000000	21
1100	3	81.00000000	27
1101	1	48.00000000	48
1102	3	63.00000000	21
1103	3	86.00000000	28.66666667
1104	1	49.00000000	49
1105	1	21.00000000	21
1106	1	28.00000000	28
1107	45	2170.00000000	48.22222222
1108	1	0.00000000	0
1109	1	54.00000000	54
1110	48	2592.00000000	54
1111	1	54.00000000	54
1112	1	54.00000000	54
1113	1	0.00000000	0
1114	1	54.00000000	54
1115	1	0.00000000	0
